,location,bhk,total_sqft,bath,price,price_per_sqft
7530,Nagavara,2,1125.0,2.0,44.5,3955.5555555555557
7531,other,2,700.0,2.0,29.0,4142.857142857143
7532,BTM Layout,3,1300.0,2.0,75.0,5769.2307692307695
7533,JP Nagar,3,1600.0,3.0,83.0,5187.5
7534,Magadi Road,3,1052.0,2.0,60.0,5703.42205323194
7536, Devarachikkanahalli,2,1130.0,2.0,36.0,3185.8407079646017
7538,BTM 2nd Stage,3,2200.0,3.0,220.0,10000.0
7539,Electronic City,3,1500.0,2.0,63.0,4200.0
7540,Old Madras Road,3,1350.0,3.0,47.25,3500.0
7541,Gottigere,3,1230.0,2.0,52.0,4227.642276422765
7542,Haralur Road,3,1520.0,2.0,85.0,5592.105263157895
7543,Kanakpura Road,1,525.0,1.0,26.25,5000.0
7544,Hosa Road,2,1040.0,2.0,61.0,5865.384615384615
7545,other,3,1300.0,2.0,67.0,5153.846153846154
7546,Old Airport Road,4,2690.0,4.0,201.0,7472.118959107806
7547,Domlur,1,780.0,1.0,70.0,8974.358974358975
7548,Panathur,2,1140.0,2.0,51.2,4491.228070175439
7549,Chandapura,3,1225.0,3.0,33.08,2700.408163265306
7550,Nagavarapalya,1,646.0,1.0,25.84,4000.0
7551,Cox Town,3,1600.0,3.0,150.0,9375.0
7552,Kadugodi,3,1890.0,4.0,125.0,6613.756613756614
7553,Kadugodi,2,1050.0,2.0,34.0,3238.095238095238
7555,Whitefield,3,1458.0,2.0,62.0,4252.400548696845
7557,Green Glen Layout,3,1970.0,3.0,160.0,8121.827411167513
7558,Whitefield,3,1808.0,4.0,80.0,4424.778761061947
7559,Balagere,2,1007.0,2.0,67.0,6653.4260178748755
7560,Doddathoguru,2,1105.0,2.0,50.0,4524.886877828054
7561,Lakshminarayana Pura,3,1700.0,3.0,150.0,8823.529411764706
7562,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0,4273.504273504273
7563,Chandapura,2,1080.0,2.0,45.0,4166.666666666667
7564,Kaggalipura,3,1150.0,2.0,62.0,5391.304347826087
7565,Ramamurthy Nagar,2,1200.0,2.0,57.9,4825.0
7566,other,2,1200.0,2.0,54.0,4500.0
7567,Kudlu Gate,3,1656.0,3.0,75.0,4528.985507246377
7569,KR Puram,2,1040.0,2.0,50.0,4807.692307692308
7570,Hosur Road,2,1085.0,2.0,33.7,3105.9907834101386
7571,other,3,1215.0,2.0,49.75,4094.650205761317
7572,NRI Layout,4,2150.0,4.0,115.0,5348.837209302325
7574,Panathur,2,1210.0,2.0,77.0,6363.636363636364
7575,other,2,1050.0,2.0,55.0,5238.0952380952385
7577,Iblur Village,3,1920.0,3.0,150.0,7812.5
7578,Uttarahalli,3,1250.0,2.0,50.0,4000.0
7579,Mysore Road,2,947.55,2.0,80.0,8442.826236082528
7580,Malleshpalya,2,1421.0,2.0,90.0,6333.56790992259
7582,Old Madras Road,3,1425.0,2.0,74.31,5214.736842105263
7583,Budigere,2,1162.0,2.0,58.0,4991.394148020654
7584,Whitefield,1,905.0,1.0,60.0,6629.834254143647
7585,Sarjapur  Road,2,914.0,2.0,32.0,3501.09409190372
7586,other,2,1258.0,2.0,58.0,4610.492845786964
7588,Hormavu,4,3500.0,4.0,289.0,8257.142857142857
7589,Poorna Pragna Layout,7,2400.0,6.0,450.0,18750.0
7590,Ramagondanahalli,4,4200.0,4.0,800.0,19047.619047619046
7591,Whitefield,3,1537.0,2.0,70.0,4554.326610279766
7592,Chikkalasandra,3,1230.0,2.0,53.51,4350.40650406504
7593,other,6,2400.0,5.0,300.0,12500.0
7594,Malleshwaram,3,2250.0,3.0,200.0,8888.888888888889
7595,Hosur Road,4,2000.0,4.0,69.0,3450.0
7596,other,8,3000.0,4.0,130.0,4333.333333333333
7597,Kumaraswami Layout,4,2600.0,4.0,325.0,12500.0
7598,Indira Nagar,4,3200.0,3.0,250.0,7812.5
7599,Anjanapura,2,950.0,2.0,32.0,3368.4210526315787
7600,Marathahalli,4,4000.0,4.0,200.0,5000.0
7601,Yelahanka,3,1282.0,2.0,48.72,3800.312012480499
7602,Banashankari Stage III,2,1304.0,2.0,111.0,8512.269938650306
7603,7th Phase JP Nagar,3,2100.0,3.0,200.0,9523.809523809523
7604,Jakkur,3,1220.0,2.0,49.0,4016.3934426229507
7605,Budigere,3,1636.0,3.0,85.0,5195.59902200489
7606,7th Phase JP Nagar,3,1415.0,3.0,65.0,4593.639575971732
7607,Bommenahalli,3,,3.0,217.0,
7608,Green Glen Layout,3,1728.0,3.0,125.0,7233.7962962962965
7609,7th Phase JP Nagar,3,1680.0,3.0,125.0,7440.476190476191
7610,other,2,1235.0,2.0,140.0,11336.032388663967
7612,Yelahanka,4,3990.0,4.0,260.0,6516.290726817043
7613,Kasavanhalli,2,1495.0,2.0,83.0,5551.8394648829435
7614,Hennur Road,5,1500.0,5.0,175.0,11666.666666666666
7615,Yeshwanthpur,3,2501.0,3.0,138.0,5517.792882846861
7616,Kanakpura Road,1,381.0,1.0,28.0,7349.081364829396
7617,other,4,3301.8,5.0,570.0,17263.310921315646
7618,Hennur Road,3,2002.0,3.0,120.0,5994.005994005994
7619,other,3,3200.0,3.0,260.0,8125.0
7620,Banjara Layout,2,1200.0,2.0,70.0,5833.333333333333
7621,Sarjapur  Road,4,1500.0,3.0,235.0,15666.666666666666
7622,Bommasandra,3,1942.0,3.0,90.0,4634.3975283213185
7624,Thyagaraja Nagar,1,660.0,1.0,95.0,14393.939393939394
7625,Banashankari Stage III,4,1200.0,6.0,170.0,14166.666666666666
7626,other,3,1450.0,3.0,90.0,6206.896551724138
7627,Electronic City,2,1039.0,2.0,50.0,4812.319538017325
7628,Old Madras Road,2,1210.0,2.0,80.0,6611.570247933884
7629,Attibele,2,995.0,1.0,24.88,2500.502512562814
7630,Yelahanka,3,1620.0,3.0,90.0,5555.555555555556
7631,Choodasandra,3,3204.0,4.0,395.0,12328.339575530586
7632,Hebbal Kempapura,3,3408.0,3.0,260.0,7629.107981220657
7633,Marathahalli,2,1314.0,2.0,55.0,4185.692541856925
7634,Bisuvanahalli,2,945.0,2.0,33.0,3492.063492063492
7635,Nehru Nagar,3,1374.0,3.0,72.0,5240.174672489083
7636,Kanakpura Road,3,1603.0,3.0,113.0,7049.282595134124
7637,Kengeri,3,1230.0,2.0,52.0,4227.642276422765
7638,other,1,670.0,1.0,50.0,7462.686567164179
7639,Sarjapur  Road,4,1864.0,3.0,105.0,5633.0472103004295
7640,Hosa Road,3,2500.0,3.0,100.0,4000.0
7641,Raja Rajeshwari Nagar,3,1625.0,2.0,54.0,3323.076923076923
7642,Whitefield,2,1186.0,2.0,55.0,4637.43676222597
7644,Electronic City,2,770.0,1.0,39.9,5181.818181818182
7645,Varthur,2,1085.0,2.0,45.0,4147.465437788019
7646,Dairy Circle,4,3754.0,6.0,480.0,12786.361214704315
7647,Dodsworth Layout,3,1893.0,3.0,115.0,6075.0132065504495
7649,Kundalahalli,3,1496.0,2.0,78.0,5213.903743315508
7650,Chandapura,3,1305.0,3.0,33.28,2550.191570881226
7651,Electronics City Phase 1,3,1550.0,2.0,82.0,5290.322580645161
7652,Marathahalli,3,1200.0,2.0,58.17,4847.5
7653,Badavala Nagar,3,1494.0,2.0,94.55,6328.647925033467
7654,Electronic City Phase II,2,1286.0,2.0,69.0,5365.47433903577
7656,Hebbal,3,1860.0,3.0,95.0,5107.5268817204305
7657,other,1,425.0,1.0,750.0,176470.58823529413
7658,Haralur Road,2,1243.0,2.0,45.0,3620.2735317779566
7659,Brookefield,2,1200.0,2.0,75.0,6250.0
7660,Sarjapur,2,1044.0,2.0,32.0,3065.1340996168583
7661,7th Phase JP Nagar,2,1040.0,2.0,41.59,3999.038461538462
7662,8th Phase JP Nagar,2,1125.0,2.0,36.94,3283.5555555555557
7663,Cunningham Road,3,3489.0,3.0,662.0,18973.91802808828
7664,Subramanyapura,3,1278.0,2.0,59.0,4616.588419405321
7665,other,6,2400.0,6.0,98.0,4083.3333333333335
7666,other,2,1250.0,2.0,43.0,3440.0
7667,Vijayanagar,5,2400.0,6.0,125.0,5208.333333333333
7668,KR Puram,5,4166.0,5.0,560.0,13442.150744119059
7669,Lakshminarayana Pura,2,1210.0,2.0,75.0,6198.347107438017
7670,8th Phase JP Nagar,4,1200.0,3.0,110.0,9166.666666666666
7671,Sarjapur  Road,3,1157.0,2.0,57.84,4999.1356957649095
7672,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15,4316.455696202532
7673,Kalena Agrahara,3,1450.0,3.0,100.0,6896.551724137931
7674,Old Madras Road,3,1859.0,3.0,121.0,6508.87573964497
7675,Rajaji Nagar,2,1763.0,3.0,262.0,14861.032331253546
7676,Attibele,2,900.0,1.0,25.0,2777.777777777778
7677,Ramamurthy Nagar,3,1305.0,3.0,60.0,4597.701149425287
7678,other,3,1200.0,2.0,100.0,8333.333333333334
7679,Thanisandra,1,784.0,1.0,35.285,4500.6377551020405
7681,Sarjapur  Road,2,1150.0,2.0,36.8,3199.9999999999995
7682,Whitefield,3,1806.0,3.0,85.0,4706.5337763012185
7683,Kudlu,2,1027.0,2.0,42.0,4089.581304771178
7684,Uttarahalli,2,1002.0,2.0,40.08,4000.0
7685,Electronic City Phase II,3,1220.0,2.0,36.21,2968.032786885246
7686,Whitefield,2,1109.0,2.0,35.22,3175.834084761046
7687,Uttarahalli,2,1002.0,2.0,40.08,4000.0
7688,Narayanapura,2,1308.0,2.0,89.04,6807.339449541284
7689,Hennur Road,2,1232.0,2.0,69.6,5649.350649350648
7690,Haralur Road,2,1027.0,2.0,44.0,4284.323271665044
7691,Kalyan nagar,2,1250.0,2.0,65.0,5200.0
7694,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87,4292.4302788844625
7695,Akshaya Nagar,3,1434.0,3.0,84.0,5857.740585774059
7696,Doddathoguru,2,925.0,2.0,30.0,3243.2432432432433
7697,Jakkur,3,1858.0,3.0,123.0,6620.021528525296
7698,other,2,1205.0,2.0,70.0,5809.128630705394
7699,other,3,1500.0,3.0,90.0,6000.0
7700,other,3,1200.0,3.0,200.0,16666.666666666668
7701,Mysore Road,2,1020.0,2.0,48.95,4799.019607843137
7702,Thanisandra,2,965.0,2.0,56.0,5803.108808290155
7703,7th Phase JP Nagar,5,1800.0,6.0,270.0,15000.0
7705,Battarahalli,2,1636.0,2.0,82.89,5066.6259168704155
7706,Kundalahalli,3,1724.0,3.0,125.0,7250.580046403712
7707,Whitefield,2,1216.0,2.0,67.0,5509.868421052632
7708,Yelahanka,1,654.0,1.0,36.25,5542.813455657492
7710,other,2,1190.0,2.0,41.0,3445.378151260504
7712,Budigere,3,1636.0,3.0,92.0,5623.471882640587
7713,Hennur Road,2,1195.0,2.0,73.0,6108.786610878661
7714,Nagavara,3,2400.0,3.0,251.0,10458.333333333334
7715,other,2,1250.0,2.0,67.0,5360.0
7716,Whitefield,3,1452.0,3.0,90.0,6198.347107438017
7717,Thanisandra,3,1546.0,3.0,95.0,6144.890038809832
7718,Sarjapur  Road,4,3385.5,6.0,142.0,4194.358292718948
7719,Indira Nagar,3,1440.0,3.0,275.0,19097.222222222223
7720,Naganathapura,2,2260.0,3.0,80.0,3539.8230088495575
7721,other,4,2700.0,3.0,90.0,3333.3333333333335
7722,Indira Nagar,2,1475.0,2.0,171.0,11593.22033898305
7723,JP Nagar,4,3000.0,3.0,150.0,5000.0
7724,other,1,375.0,1.0,26.0,6933.333333333333
7725,Balagere,2,1007.0,2.0,66.0,6554.121151936445
7726,Kanakpura Road,1,,1.0,125.0,
7727,other,4,5422.0,6.0,1900.0,35042.419771302106
7728,Hennur Road,2,1020.0,2.0,47.0,4607.843137254902
7729,other,2,1000.0,2.0,150.0,15000.0
7730,other,2,800.0,3.0,59.5,7437.5
7732,Marathahalli,2,1125.0,2.0,55.0,4888.888888888889
7734,other,3,909.0,2.0,43.0,4730.47304730473
7735,Whitefield,4,2850.0,5.0,240.0,8421.052631578947
7736,Dodsworth Layout,2,1400.0,2.0,85.0,6071.428571428572
7737,Kadugodi,2,1152.0,2.0,61.0,5295.138888888889
7738,Subramanyapura,2,958.0,2.0,34.49,3600.2087682672236
7739,Whitefield,2,1150.0,2.0,55.0,4782.608695652174
7740,Old Madras Road,3,2990.0,5.0,173.0,5785.953177257525
7741,Bellandur,2,1310.0,2.0,85.0,6488.5496183206105
7742,Hosur Road,3,1590.0,2.0,126.0,7924.528301886792
7743,Green Glen Layout,3,1645.0,3.0,110.0,6686.930091185411
7744,other,3,1800.0,2.0,100.0,5555.555555555556
7745,Thanisandra,3,1795.0,3.0,150.0,8356.545961002785
7746,8th Phase JP Nagar,2,1100.0,2.0,35.0,3181.818181818182
7747,Thanisandra,1,777.0,1.0,38.535,4959.459459459459
7748,Kalkere,2,925.0,2.0,70.0,7567.5675675675675
7749,Basavangudi,3,1542.14,3.0,120.0,7781.394685307429
7750,Konanakunte,4,3746.0,6.0,375.0,10010.6780565937
7751,Thanisandra,3,1430.0,2.0,54.0,3776.2237762237764
7752,Bommanahalli,2,1020.0,2.0,55.0,5392.156862745098
7754,Electronic City Phase II,2,1140.0,2.0,32.92,2887.719298245614
7755,Anekal,3,967.0,2.0,45.0,4653.567735263702
7756,Hebbal,4,2470.0,4.0,203.0,8218.623481781377
7757,other,2,850.0,1.0,35.5,4176.470588235294
7758,other,2,1100.0,2.0,32.0,2909.090909090909
7759,Thanisandra,3,1697.0,3.0,110.0,6482.027106658809
7760,Varthur,2,1250.0,2.0,47.0,3760.0
7761,Gottigere,2,1120.0,2.0,50.0,4464.285714285715
7762,NRI Layout,4,1200.0,4.0,95.0,7916.666666666667
7763,Hennur Road,5,5100.0,6.0,375.0,7352.941176470588
7764,other,4,2400.0,3.0,480.0,20000.0
7765,Hebbal,2,1200.0,2.0,52.0,4333.333333333333
7766,7th Phase JP Nagar,2,1100.0,2.0,44.0,4000.0
7767, Devarachikkanahalli,3,1417.0,2.0,76.0,5363.443895553987
7768,Thanisandra,3,1492.0,3.0,88.0,5898.123324396783
7769,Devanahalli,3,1498.0,3.0,79.15,5283.711615487317
7770,other,4,3500.0,2.0,350.0,10000.0
7771,Kundalahalli,2,1010.0,2.0,48.27,4779.207920792079
7772,Hennur,2,1255.0,2.0,53.5,4262.948207171315
7773,Channasandra,2,1050.0,2.0,35.0,3333.3333333333335
7774,Hegde Nagar,3,1847.0,3.0,125.0,6767.73145641581
7775,other,2,1200.0,2.0,55.0,4583.333333333333
7776,Bellandur,2,982.0,2.0,37.28,3796.3340122199593
7777,Hegde Nagar,3,2144.6,4.0,145.0,6761.167583698592
7778,Kengeri,2,750.0,2.0,36.5,4866.666666666667
7779,Electronic City,2,919.0,2.0,35.0,3808.487486398259
7780,Budigere,2,1087.0,2.0,54.3,4995.40018399264
7781,other,3,1480.0,3.0,74.0,5000.0
7782,Tindlu,2,1180.0,2.0,52.0,4406.779661016949
7783,other,3,2100.0,4.0,255.0,12142.857142857143
7784,Jigani,3,1221.0,3.0,65.0,5323.505323505324
7785,Haralur Road,2,1194.0,2.0,46.0,3852.5963149078725
7786,Thanisandra,3,2072.0,3.0,122.0,5888.030888030888
7787,Whitefield,3,1600.0,3.0,69.0,4312.5
7788,Sahakara Nagar,3,2200.0,3.0,98.0,4454.545454545455
7789,Rajaji Nagar,3,1640.0,3.0,220.0,13414.634146341463
7790,Kaikondrahalli,2,1253.0,2.0,81.5,6504.38946528332
7791,Hennur Road,2,1061.0,2.0,54.92,5176.248821866164
7792,Marathahalli,3,1950.0,3.0,115.0,5897.4358974358975
7793,Marathahalli,2,1250.0,2.0,68.0,5440.0
7794,Hennur Road,3,1585.0,2.0,80.0,5047.318611987382
7795,Kanakpura Road,3,1452.0,3.0,60.98,4199.724517906336
7796,Kammasandra,2,1015.0,2.0,37.0,3645.320197044335
7797,Begur Road,4,2464.5,6.0,118.0,4787.9894501927365
7798,Marathahalli,2,1125.0,2.0,56.8,5048.888888888889
7799,Electronic City Phase II,2,1116.0,2.0,40.0,3584.2293906810037
7800,other,1,400.0,1.0,35.0,8750.0
7801,Kasavanhalli,4,4000.0,4.0,325.0,8125.0
7802,Hebbal,4,3900.0,4.0,410.0,10512.820512820514
7803,Old Madras Road,2,1300.0,2.0,100.0,7692.307692307692
7804,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42,4257.928118393234
7805,other,3,1310.0,2.0,55.0,4198.473282442748
7806,Thigalarapalya,3,2072.0,4.0,152.0,7335.907335907336
7807,Kaggadasapura,2,1240.0,2.0,58.58,4724.193548387097
7808,Chamrajpet,3,1565.0,3.0,98.91,6320.127795527156
7809,Budigere,3,1820.0,3.0,89.0,4890.10989010989
7810,Gubbalala,3,2500.0,3.0,88.0,3520.0
7811,KR Puram,5,3657.0,5.0,310.0,8476.89362865737
7812,Hosa Road,2,1245.0,2.0,62.0,4979.919678714859
7813,GM Palaya,3,1315.0,3.0,65.0,4942.9657794676805
7814,Kenchenahalli,3,1410.0,2.0,73.0,5177.304964539007
7815,Dasarahalli,2,1375.0,2.0,60.0,4363.636363636364
7816,Old Madras Road,2,1299.0,2.0,95.0,7313.317936874519
7817,other,2,993.0,2.0,45.5,4582.074521651561
7818,Bommasandra Industrial Area,2,1200.0,3.0,45.0,3750.0
7819,other,2,985.0,2.0,156.0,15837.56345177665
7820,other,4,2400.0,5.0,180.0,7500.0
7821,Hebbal,3,1255.0,2.0,95.0,7569.721115537848
7822,Hoodi,3,1655.0,3.0,131.0,7915.407854984895
7823,Whitefield,4,2830.0,5.0,190.0,6713.780918727915
7824,other,1,6000.0,1.0,276.0,4600.0
7826,other,1,825.0,2.0,40.0,4848.484848484848
7827,Begur Road,3,1634.0,3.0,111.0,6793.145654834761
7829,Banaswadi,2,1222.0,2.0,80.0,6546.6448445171845
7830,Gottigere,3,1500.0,3.0,63.0,4200.0
7831,Akshaya Nagar,3,1890.0,4.0,100.0,5291.005291005291
7832,Hegde Nagar,4,3750.0,6.0,375.0,10000.0
7833,Hulimavu,2,850.0,1.0,39.5,4647.058823529412
7834,Whitefield,2,1295.0,2.0,78.5,6061.776061776061
7835,Sarjapur  Road,2,1320.0,2.0,100.0,7575.757575757576
7837,Hebbal,4,1200.0,4.0,225.0,18750.0
7838,2nd Stage Nagarbhavi,4,3000.0,3.0,170.0,5666.666666666667
7839,Harlur,2,1197.0,2.0,82.0,6850.459482038429
7840,other,3,1320.0,2.0,60.0,4545.454545454545
7842,Whitefield,1,840.0,1.0,57.6,6857.142857142857
7843,Whitefield,1,640.0,1.0,19.83,3098.4374999999995
7844,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38,4216.184288245718
7845,Kodihalli,2,1000.0,2.0,62.0,6200.0
7846,Babusapalaya,2,1305.0,2.0,70.0,5363.984674329502
7847,Kodichikkanahalli,1,450.0,1.0,18.0,4000.0
7848,CV Raman Nagar,1,705.0,1.0,57.0,8085.106382978724
7850,Tumkur Road,5,4800.0,5.0,150.0,3125.0
7851,other,4,5000.0,5.0,600.0,12000.0
7852,Gubbalala,4,5000.0,4.0,425.0,8500.0
7853,Whitefield,3,1991.0,3.0,104.0,5223.505775991964
7854,Battarahalli,3,1779.0,3.0,90.0,5059.02192242833
7855,Whitefield,4,10200.0,4.0,1250.0,12254.901960784313
7856,Banaswadi,2,870.0,2.0,38.0,4367.816091954023
7857,Thanisandra,3,1595.0,3.0,120.0,7523.510971786834
7858,Kanakpura Road,1,525.0,1.0,26.0,4952.380952380952
7860,other,6,2400.0,4.0,420.0,17500.0
7861,Iblur Village,3,2000.0,4.0,138.0,6900.0
7862,Yelahanka,3,1614.0,3.0,93.0,5762.081784386617
7863,Gottigere,2,1200.0,2.0,40.0,3333.3333333333335
7864,Electronic City Phase II,3,1150.0,3.0,46.0,4000.0
7865,Indira Nagar,4,3200.0,4.0,440.0,13750.0
7866,Sonnenahalli,3,1610.0,3.0,80.48,4998.757763975155
7867,Whitefield,2,1190.0,2.0,41.0,3445.378151260504
7868,other,2,1050.0,2.0,50.0,4761.9047619047615
7869,other,4,4800.0,5.0,420.0,8750.0
7870,7th Phase JP Nagar,3,1460.0,2.0,97.0,6643.835616438356
7871,other,3,3400.0,3.0,400.0,11764.70588235294
7872,Naganathapura,1,600.0,1.0,33.0,5500.0
7873,other,3,1569.0,3.0,70.0,4461.440407903123
7874,other,3,2600.0,3.0,147.0,5653.846153846154
7875,Electronics City Phase 1,1,645.0,1.0,42.5,6589.147286821705
7876,other,4,1200.0,3.0,180.0,15000.0
7878,Mico Layout,2,800.0,2.0,80.0,10000.0
7879,Marathahalli,2,1350.0,2.0,90.0,6666.666666666667
7880,BTM 2nd Stage,3,2780.0,4.0,325.0,11690.647482014389
7881,other,3,1410.0,2.0,45.12,3200.0
7882,Whitefield,2,1109.0,2.0,35.47,3198.376916140667
7883,other,4,2000.0,3.0,1063.0,53150.0
7884,other,1,800.0,1.0,72.0,9000.0
7885,Bannerghatta Road,2,1215.0,2.0,68.0,5596.707818930041
7887,Prithvi Layout,3,2273.0,4.0,192.0,8446.986361636604
7888,Varthur Road,2,1255.0,2.0,52.76,4203.98406374502
7889,other,2,1020.0,2.0,49.0,4803.921568627451
7890,other,3,1225.0,2.0,82.0,6693.877551020408
7891,Singasandra,2,1120.0,2.0,60.0,5357.142857142857
7892,other,5,2400.0,5.0,625.0,26041.666666666668
7893,Kasavanhalli,3,1225.0,2.0,69.0,5632.65306122449
7894,Whitefield,4,5200.0,5.0,242.0,4653.846153846154
7895,Indira Nagar,4,4000.0,4.0,700.0,17500.0
7896,Sarjapur  Road,3,1984.0,4.0,145.0,7308.467741935484
7897,Old Madras Road,3,2425.0,3.0,197.0,8123.711340206186
7898,ITPL,3,1200.0,3.0,56.12,4676.666666666667
7899,Bommasandra,2,1127.0,2.0,45.0,3992.9015084294588
7900,Whitefield,3,1655.0,3.0,97.0,5861.027190332326
7901,Ananth Nagar,1,500.0,1.0,14.0,2800.0
7902,Varthur,3,1200.0,3.0,68.38,5698.333333333333
7903,Kaggadasapura,2,1000.0,2.0,43.0,4300.0
7904,CV Raman Nagar,2,1225.0,2.0,47.88,3908.5714285714284
7905,Hormavu,2,1350.0,2.0,45.0,3333.3333333333335
7907,Sahakara Nagar,2,1175.0,2.0,49.0,4170.212765957447
7908,other,1,655.0,1.0,27.0,4122.137404580153
7909,Hosa Road,3,1311.0,2.0,84.86,6472.921434019832
7911,CV Raman Nagar,2,1000.0,2.0,38.5,3850.0
7912,other,2,1196.0,2.0,96.0,8026.755852842809
7913,Kanakpura Road,3,1050.0,2.0,59.0,5619.047619047619
7914,Somasundara Palya,3,1275.0,2.0,52.0,4078.4313725490197
7915,other,2,927.0,2.0,50.0,5393.743257820927
7916,Varthur,3,1520.0,2.0,61.0,4013.157894736842
7917,other,4,2400.0,5.0,395.0,16458.333333333332
7918,Hebbal,2,1333.0,2.0,104.0,7801.950487621905
7919,other,1,600.0,1.0,18.0,3000.0
7920,Abbigere,3,1326.0,2.0,34.8,2624.434389140271
7922,Koramangala,2,1370.0,2.0,125.0,9124.087591240876
7923,Koramangala,2,1100.0,2.0,85.0,7727.272727272727
7924,Haralur Road,3,1650.0,3.0,100.0,6060.606060606061
7925,Kasavanhalli,3,1917.0,3.0,132.0,6885.758998435055
7927,Billekahalli,2,950.0,2.0,58.11,6116.8421052631575
7928,other,2,1175.0,2.0,48.72,4146.382978723404
7929,8th Phase JP Nagar,2,1089.0,2.0,43.55,3999.0817263544536
7930,Kalena Agrahara,3,1804.0,3.0,175.0,9700.665188470066
7931,Hoodi,2,1257.0,2.0,68.5,5449.482895783612
7932,Sarjapur,1,650.0,1.0,19.87,3056.923076923077
7933,Whitefield,3,1850.0,3.0,150.0,8108.108108108108
7934,other,4,2800.0,4.0,200.0,7142.857142857143
7935,Vidyaranyapura,2,945.0,2.0,40.0,4232.804232804233
7936,Koramangala,2,1161.0,2.0,63.85,5499.569336778639
7937,Banashankari Stage V,3,1630.0,3.0,51.35,3150.306748466258
7938,Jalahalli,3,1310.0,2.0,60.0,4580.152671755725
7939,other,2,750.0,2.0,28.0,3733.3333333333335
7940,Whitefield,3,1200.0,3.0,67.77,5647.5
7941,other,2,1000.0,2.0,45.0,4500.0
7942,Old Madras Road,4,4000.0,4.0,225.0,5625.0
7943,Nagavara,2,1315.0,2.0,70.0,5323.19391634981
7944,Sahakara Nagar,3,1370.0,2.0,90.0,6569.343065693431
7946,Bellandur,2,1465.0,3.0,90.0,6143.344709897611
7947,JP Nagar,3,20000.0,3.0,175.0,875.0
7948,Electronic City,2,1128.0,2.0,64.0,5673.758865248227
7949,Padmanabhanagar,3,1250.0,2.0,70.0,5600.0
7950,Hebbal,3,1645.0,3.0,117.0,7112.462006079028
7951,Horamavu Agara,3,1284.0,2.0,75.0,5841.121495327103
7952,Hebbal,3,2600.0,3.0,199.0,7653.846153846154
7953,Kodigehalli,3,1820.0,3.0,150.0,8241.758241758242
7954,Haralur Road,3,1580.0,3.0,73.0,4620.2531645569625
7955,Akshaya Nagar,3,2650.0,3.0,125.0,4716.981132075472
7956,Bannerghatta Road,2,1215.0,2.0,68.0,5596.707818930041
7957,Uttarahalli,2,1075.0,2.0,40.0,3720.9302325581393
7958,R.T. Nagar,3,1400.0,2.0,78.0,5571.428571428572
7959,Subramanyapura,3,1400.0,2.0,55.0,3928.5714285714284
7960,Bisuvanahalli,2,845.0,2.0,30.0,3550.2958579881656
7961,Hegde Nagar,4,2600.0,4.0,40.0,1538.4615384615386
7962,Sarjapur,4,3854.5,6.0,385.5,10001.297185108315
7963,other,2,800.0,2.0,85.0,10625.0
7964,Panathur,2,1199.0,2.0,85.0,7089.241034195163
7965,Gunjur,2,1175.0,2.0,43.48,3700.425531914894
7966,Sahakara Nagar,3,2400.0,3.0,270.0,11250.0
7967,Bellandur,3,1767.0,3.0,109.0,6168.647425014148
7968,Sarjapur  Road,4,1800.0,3.0,90.0,5000.0
7969,Talaghattapura,3,1856.0,3.0,135.0,7273.706896551724
7970,R.T. Nagar,3,1200.0,3.0,140.0,11666.666666666666
7971,Rajaji Nagar,3,1613.0,3.0,150.0,9299.442033477992
7972,Jakkur,4,6830.0,5.0,795.0,11639.824304538799
7973,Whitefield,2,1290.0,2.0,90.0,6976.7441860465115
7974,Kasavanhalli,2,1375.0,2.0,78.0,5672.727272727273
7975,other,2,985.0,2.0,57.0,5786.802030456853
7976,other,4,1200.0,4.0,200.0,16666.666666666668
7977,Singasandra,2,1099.0,2.0,37.5,3412.1929026387625
7978,Electronic City,1,605.0,1.0,13.31,2200.0
7979,other,11,6000.0,12.0,150.0,2500.0
7980,other,7,3600.0,7.0,160.0,4444.444444444444
7981,Marathahalli,2,1200.0,2.0,53.0,4416.666666666667
7982,Hulimavu,2,1000.0,2.0,45.0,4500.0
7983,Electronic City,3,1159.0,2.0,38.0,3278.688524590164
7984,Sarjapur  Road,5,3692.0,5.0,340.0,9209.100758396533
7985,other,2,600.0,2.0,80.0,13333.333333333334
7986,other,4,2400.0,4.0,600.0,25000.0
7987,BTM Layout,3,1540.0,2.0,78.0,5064.935064935065
7988,other,3,1503.0,2.0,93.0,6187.624750499002
7989,Ambedkar Nagar,3,1850.0,4.0,120.0,6486.486486486487
7990,Uttarahalli,3,1580.0,3.0,60.0,3797.46835443038
7991,Mico Layout,2,1190.0,2.0,39.25,3298.3193277310925
7992,other,2,1200.0,2.0,61.0,5083.333333333333
7994,Jakkur,2,850.0,1.0,19.9,2341.176470588235
7995,Domlur,3,2180.0,3.0,285.0,13073.394495412844
7996,other,3,2500.0,2.0,60.0,2400.0
7997,ITPL,3,1200.0,3.0,56.12,4676.666666666667
7998,other,3,1500.0,2.0,52.0,3466.6666666666665
8000,Thanisandra,3,1880.0,3.0,120.0,6382.978723404255
8001,Padmanabhanagar,2,1150.0,2.0,45.0,3913.0434782608695
